text,label,source
The government does not encourage people to grow more trees ( ) III .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Thrombocyte or Platelets : These are present in the blood of vertebrate animals .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"Aniseed , fenugreek seed , pepper , parsley , white cumin , all these types of flavored spices can be persevered in the same process .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Canaries Current : The third branch of Gulf Stream known as the Canaries current turning southward flows along Portugal and the west coast of West Africa .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
The membrane surrounding the heart.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
How can fossils help us understand the past ?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"In a thermal power station , of electricity is generated from the heat energy obtained by burning coal .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"Divide the size of the object (in mm) by the size of the scale bar (in mm) and round off. Your answer will be a ratio and will not have units, since you divided mm by mm.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Experiment No .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
You may have listened to many ballads and stories about the bravery and martial skill of Brahma Naidu and Balachandrudu. You may have also participated in Jataras dedicated to Sammakka and Sarakka - they fought against armies of kings to protect the rights of the tribal people. You might have enjoyed the popular story of Katama Raju who fought with the Kings of Nellore in defence of theright of animal herders.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Explain your answer above. [ mark],0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Atomic radius,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Hydrosphere,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
The outcome of India s elections speaks for itself:,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"Our Constitution contains the following democratic ideals : A system of government that holds people as the source of sovereign power , with the head of state elected by the people .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"The mouth of the pitcher should be tightly and carefully closed with fitting lids or polythene paper , and buried under the soil .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Which other vaccines were given to you ?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
of No .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
The following are some examples : substances are to give alarm to detect locomotory pathways to demarcate territory to indicate presence to attract mates It is the pheromones which help ants to move in rows through definite tracks .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
f ) a ) Objective Describe how some characteristics could give a species a survival advantage in a particular environment .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
We are familiar with changes taking place around us .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"For more information, visit :",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
You may add some more uses of metals and non-metals from your experiences.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Posters bearing the picture and ideas of Hitler were circulated .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"Network structures exist as giant repeating lattices. Network structures can consist of covalent, ionic or metallic compounds.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
You must have seen attaches and other pieces of luggage fitted with rollers. Even a child can pull such pieces of luggage (Fig. .). Why is it so? Let us find out.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
POPULATION*,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Water : Controls the qualities of the cells by maintaining water balance in the body and contains cell organelles and maintains balance of heat .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
Even in the deserts crops are being produced by the help of irrigation .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df4.csv
"Rivers , like the Colorado River , carry enormous loads of sand and soil that is picked up from erosional processes .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Function(s),0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Redistribution of population : The density of population is not uniform in all the districts of Bangladesh .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"( positively , negatively ) III .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"To encourage and implement the primary , secondary , adult and informal education programmes .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
These are called alveoli .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Then again , science has provided us various appliances .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Poultry & livestock : In our country earning of livelihood is done on a limited scale by means of poultry and livestock business .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Introduction,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
How many are permanent?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The story of the Dog and the Bone One day a dog with a bone in its mouth was crossing a bridge .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
You can supply the packet of four balls in the market for sale .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Others . % Surface water . % Freshwater % . % Ground water % Glaciers &amp; Ice cap Saline water % Water on Earth Fresh Water Fig. . .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The road network in this region is well developed providing connectivity to many towns and cities. This helps in marketing the produce.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Ballari and Koppala have larger Iron and Steel industries .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
eg .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The Loess soil is very fertile but very much erosion prone .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Which is the highest ?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Relief : The differences in elevation or the physical outline of the land surface or ocean floor.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"If you have money to buy these products, how would you feel when you see these advertisements? If you do not have money, then how would you feel?",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"It should be easy to store , transport and handle .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
What was his average speed (in )?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
In the second case the four slits of light and its re ections are seen .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"... behind the First Five Year Plan lies the conception of India s unity and of a mighty co-operative effort of all the peoples of India We have to remember always that it is not merely the governmental machinery that counts in all this, but even more so the enthusiasm and co-operation of the people. Our people must have the sensation of partnership in a mighty enterprise, of being fellow-travellers towards the next goal that they and we have set before us. The Plan may be, and has to be, based on the calculations of economists, statisticians and the like, but figures and statistics, very important as they are, do not give life to the scheme. That breath of life comes in other ways, and it is for us now to make this Plan, which is enshrined in cold print, something living, vital and dynamic, which captures the imagination of the people.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Where are pathogens found?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
This also provides some kind of security for the farming community against crop failure .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
so that the bottle also becomes,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Aristotle was simultaneously a scientist , poet , thinker and philosopher .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Adapted from several essays by Baker published in Economic Geography in the s.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The solid particles will only move from their positions when they have gained enough kinetic energy for a change of state to occur and the solid melts to become a liquid.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Even we can not walk properly without friction .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Questions,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
An acid will react with a metal to form a salt and hydrogen gas.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Temperature of CO bottle ( C),0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
When produced backward they meet at A ? .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Besides , the development of iron , steel and cement industries is essential for the construction of improved roads and highways , bridges , ports etc .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Finally, in , the Company also took over Awadh. This time the British had an added argument they said they were obliged by duty to take over Awadh in order to free the people from the misgovernment of the Nawab! Enraged by the humiliating way in which the Nawab was deposed, the people of Awadh joined the great revolt that broke out in .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
. Read the box item Women in the Telangana struggle in the page no. . What would be the reasons for the women s participation in the Telangana movement? Explain in your own words.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
While filling the glass with water top 2 - 3 cm . of the glass should be kept empty .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"And if glucose is present , depending its concentration , the solution will appear green , yellow , orange or red accordingly .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
herbivore,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
To run a bus energy from diesel or petrol .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Rift valleys are formed when the region in between two fault zones subsides .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
This is because no water had entered the bottle .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
(d) The Bhils lived in the north-eastern part of the subcontinent.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"They occur due to , gravitational attraction by the moon , gravitational force by the sun , rotation of the earth and , centrifugal force of the earth .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The maximum number of seats in the Rajya Sabha is .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
iv. Running trains,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"However , it can also repel push awayobjects .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"When the solution dries up to half of the original volume , stop applying heat .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Besides , the farmes grow tobacco , camphor , sago , spices , coffee , cocoa , tea and tapioca .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"The teacher answered , `` It means that all are equal before the eyes of law .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
.. The oxygen-cycle,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
. Which gas is usually liberated when an acid reacts with a metal? Illustrate with an example. How will you test for the presence of,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"In the care of clothes , storage is an important step .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Therefore , the temperature of the air is much less , and it is cold and heavy .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Quote the final result,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Boiling point,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Place the right palm next to the right foot ( towards right ) on the ground .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
. What is electromagnetic radiation?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
It is mainly a desert area on which dunes are mostly mobile .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
E. increases instability and divisiveness,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
The symbol used for representing a batteryis shown in Table...,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Many hundred years ago, people used to measure distances with their hand-spans, strides or foot-spans. One day a very tall man went to a shop to buy some cloth. He asked for three-and-a-half arms length of cloth. The shopkeeper measured three arm lengths of cloth and then added approximately another half-arm length.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Concept map,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
To test the purity and pH of water samples,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"(To observe properties No and , you will have to grind the soil to a fine powder, Spread it out and examine the particles through a hand lens.)",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Figure . A windmill,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"In any example that we consider, we will see that energy, in the usable form, is dissipated to the surroundings in less usable forms. Hence, any source of energy we use, to do work, is consumed and cannot be used again.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
AIM: Write an aim for this investigation.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Herbs are small plants and their stems are very soft .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
What is the condition of the old people in the family?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Light travels slower through different mediums such as glass, water and air.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
They clean their cattle ; paint their horns and decorate them according to their taste .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Set up the apparatus as shown above.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
a magnesium ion,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Read more about traditional African star lore.bit.ly/dLXl,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Green plants trap the solar energy and convert it into chemical energy ( food ) .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Again the market of temporary and perishable goods is small ; for example , vegetable market .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Choose the correct answer and put a tick ( ) mark against it : .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
S + O SO ( element ) ( element ) ( compound ) . iodine powdered Take and aluminium in a bottle lid .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
III .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"To be healthy , it is important to protect ourselves by eating good food .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"In case of washing coloured silk , during the final stage we should mix a tablespoon of salt and vinegar in one gallon of cold water .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Temperature and pressure decrease with the increase of altitude .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Mashed ripe bananas can be added with potatoes also .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Hepatic portal veins then come in close contact of the liver and proceed transversely .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
We can bring their food on time .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Then , what game shall we play ?",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
The outer part of the brain is formed of grey matter i . e . nerve cell bodies .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Draw the resultant, measure its length and find its direction",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Developmental biologist: studies the development of an animal from the fertilised egg through to birth.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Ripple tank apparatus,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Generally, metals are malleable and ductile. Non-metals do not have these properties.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Atmosphere,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Sl .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
c,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Non-renewable resources are those which will get exhausted after years of use. We have a fixed stock on earth which cannot be replenished. We do discover new resources that we did not know of earlier. New sources in this way add to the stock. However, over time, even this will get exhausted.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"The main difference between a nuclear power station and other power stations, such as coal power stations, is the way in which the water is heated to produce the steam.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
muddy water by allowing it to settle,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
His ambition was to establish a united Europe under the leadership of France .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"Being heavier than air , water provides buoyancy to aquatic life .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Neem trees do not grow well in areas where water accumulates .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"Rice , wheat , maize , molasses , sugar , potatoes etc . contain high amounts of carbohydrate .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
For these government mutts;,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
It is then coloured and made attractive for children .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"Mangos , Jamboline , Litchi , Shaal , Garjan , Sundary , Teak , Gamari , Karai etc . are examples of dicot plants .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
India: Major Rivers and Dams,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
What are they made of ?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Make sure you know how to use a Bunsen burner safely.http://bit.ly/sCb,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
(c) and the cloth both acquire negative charge.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
These magnets are usually made of iron or nickel .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
. How will you find the valency,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Relationship between Sociology and Economics : Economics studies the economical activities of human beings .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"In the same way , can we measure the mass of your schoolbag using a balance ?",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
b) I is an example of non-uniform motion and II is an example of uniform motion.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
a ) domestic circuit b ) simple circuit c ) commercial circuit d ) industrial circuit .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
- The sun does not appear during the month of ______ and________,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Rampachodavaram :,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
But the moving ever shall stay.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"We can think of creative ideas like reusing water used for washing and for other household tasks. For example, water used for washing vegetables may be used to water plants in the garden.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"But during that time , completely , opposite condition prevails in the southern hemisphere .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
. Imagine you were born in a poor family in the s. How would you have responded to the coming of the new system of government- regulated pathshalas?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"In this reaction, every atom of iron () will react with a single atom of sulphur () to form iron sulphide (). However, what the equation does not tell us, is the quantities or the amount of each substance that is involved. You may for example be given a small sample of iron for the reaction. How will you know how many atoms of iron are in this sample? And how many atoms of sulphur will you need for the reaction to use up all the iron you have? Is there a way of knowing what mass of iron sulphide will be produced at the end of the reaction? These are all very important questions, especially when the reaction is an industrial one, where it is important to know the quantities of reactants that are needed, and the quantity of product that will be formed. This chapter will look at how to quantify the changes that take place in chemical reactions.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Blood pressure might go up and the heart may be affected .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"As the Sun s light shines on the Moon , light reflects off its surface .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Electronegativity,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Improve your learning,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
The nonliving parts of an environment play are important .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
What examples of chemical reactions are there in indigenous practices?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"It can be said that relationship with teachers , too , involves transaction or give and take and exchange of ideas and expression of respect .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
What is an electric current?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
The structure of the cell membrane is referred to as the Fluid Mosaic Model.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Every planet has its own path of movement which is known as the orbit .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Industrial waste materials must not be allowed to flow into the water .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
". At an individual level, how can you help reduce air pollution?",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
This caused a general price rise and also an economic crisis .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Water is a vital element for all animals .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
I carry the genetic characters from generation to generation '' .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
INSTRUCTIONS:,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"Wait for the product to cool before breaking the test tube with a hammer. Make sure that the test tube is rolled in paper before you do this, otherwise the glass will shatter everywhere and you may be hurt.",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
What is the charge on a neutron?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Why should we care?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
"Apart from giving away Afghanistan , Baluchistan and Western areas of Sindh , he also got his daughter married to Chandragupta Maurya .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
A W light bulb is left on for hours. A W light bulb is left on for . hours. Which light bulb has a higher energy consumption? Show your calculations.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Party or coalition that has support of the President forms the government.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
In what ways was this form of administration different from the present day system?,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
It is used for cutting glass and polish work .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Revision questions,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
You will study more about sun in higher classes .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df3.csv
Melani with her daughter.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
"Chalk , marble , baking powder , etc. .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
"When these plants die and rot in the pond water , then the oxygen in the water is exhausted .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
www.si.edu and www.nasm.edu,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
But in a mature cell all the vacuoles combined together to form a large vacuole .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
People speaking the same language and following the same way of life happened to be states administratively .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
sugar water ( tablespoon dissolved in a cup of water),0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
The fundamental discovery of Volta is that an electric current is generated by separating two dissimilar conductors with acids .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
Vast basin shaped volcanic mouth is .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
The rate of population growth of some countries of the world including Bangladesh are shown in the following table .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
The places situated in the high pressure areas on both the hemispheres have dry climate throughout the year .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
Backward run relay Kabaddi teacher Divide the students into two/four equal groups .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
It is thus evident that the basic difference between living and nonliving is the presence or absence of life .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
"f In a vehicle only % of fuel is used for driving , % of fuel is released as Carbon monoxide which is a poisonous gas .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
"Batteries are used in torch light , radio , transistor , calculator , watch and electric toys .",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
They could not cook .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
"""You cannot fall pregnant or make someone pregnant if you have sex in water.""",0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
A canyon may have formed from a plateau .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
The safety officer also explained us that it was always a risk to go down as accidents may occur. A tunnel may fall down or get flooded by water or there can be fire and suffocation due to poisonous gases. He explained that the mine administration has developed elaborate safety arrangements to prevent such accidents and that we should also take necessary precautions. He also explained how to face such accidents with the help of the safety kit. We put on the safety kit and got ready to go down. We reported at muster point for online registration.,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
Vitamin C is not stored in the human body .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
Oversecretion of somatotropin in adults .,0,/Users/aashrithalakshmi/Downloads/GEPA/data/df2.csv
