text,label,source
"For example , for the family , she will choose a balanced diet , select clothing according to the needs and urge the family members to abide by the social customs and values .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Function(s),Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Redistribution of population : The density of population is not uniform in all the districts of Bangladesh .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"( positively , negatively ) III .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The responsibility of earning livelihood is vested on the father .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"To encourage and implement the primary , secondary , adult and informal education programmes .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
These are called alveoli .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Then again , science has provided us various appliances .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Then she needs to think about the requirements of each of the family members according to his / her age and demands and should try to fulfill all the needs accordingly .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Responsibilities of the boys are a bit different .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Poultry & livestock : In our country earning of livelihood is done on a limited scale by means of poultry and livestock business .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Introduction,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
How many are permanent?,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The story of the Dog and the Bone One day a dog with a bone in its mouth was crossing a bridge .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
You can supply the packet of four balls in the market for sale .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
He is one of us .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Besides sari , women should keep at least a set of salwar and kameez .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Others . % Surface water . % Freshwater % . % Ground water % Glaciers &amp; Ice cap Saline water % Water on Earth Fresh Water Fig. . .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The road network in this region is well developed providing connectivity to many towns and cities. This helps in marketing the produce.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"If the housewife is not able to adapt herself with all the changing situations , there will be a possibility of confusion .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Ballari and Koppala have larger Iron and Steel industries .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
eg .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The Loess soil is very fertile but very much erosion prone .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Not only in our country , women in abroad also use gold ornaments .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Which is the highest ?,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Your mother cleans the rice by separating husk , mud particles , in it before cooking .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Relief : The differences in elevation or the physical outline of the land surface or ocean floor.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"If you have money to buy these products, how would you feel when you see these advertisements? If you do not have money, then how would you feel?",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"It should be easy to store , transport and handle .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
What was his average speed (in )?,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
In the second case the four slits of light and its re ections are seen .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
. Prepare a questionaire to take interview of a yoga teacher or PET sir about asanas and exercises.,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"... behind the First Five Year Plan lies the conception of India s unity and of a mighty co-operative effort of all the peoples of India We have to remember always that it is not merely the governmental machinery that counts in all this, but even more so the enthusiasm and co-operation of the people. Our people must have the sensation of partnership in a mighty enterprise, of being fellow-travellers towards the next goal that they and we have set before us. The Plan may be, and has to be, based on the calculations of economists, statisticians and the like, but figures and statistics, very important as they are, do not give life to the scheme. That breath of life comes in other ways, and it is for us now to make this Plan, which is enshrined in cold print, something living, vital and dynamic, which captures the imagination of the people.",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Where are pathogens found?,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
This also provides some kind of security for the farming community against crop failure .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
But the young women wear it more frequently .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
so that the bottle also becomes,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Aristotle was simultaneously a scientist , poet , thinker and philosopher .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Adapted from several essays by Baker published in Economic Geography in the s.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The solid particles will only move from their positions when they have gained enough kinetic energy for a change of state to occur and the solid melts to become a liquid.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"According to our social tradition , the housewife has the responsibility to look after her father - in - law , mother - in - law , husband and children .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Even we can not walk properly without friction .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Questions,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The women in our country use gold ornaments .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Hereafter , the mother herself needs to bathe the child till the child becomes able to bathe and take care of its body by itself .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
An acid will react with a metal to form a salt and hydrogen gas.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Moreover , by virtue of creative and imaginative power , a home manager can predict any problem earlier and prepare herself to solve the approaching crisis .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Temperature of CO bottle ( C),Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
When produced backward they meet at A ? .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Besides , the development of iron , steel and cement industries is essential for the construction of improved roads and highways , bridges , ports etc .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Finally, in , the Company also took over Awadh. This time the British had an added argument they said they were obliged by duty to take over Awadh in order to free the people from the misgovernment of the Nawab! Enraged by the humiliating way in which the Nawab was deposed, the people of Awadh joined the great revolt that broke out in .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
. Read the box item Women in the Telangana struggle in the page no. . What would be the reasons for the women s participation in the Telangana movement? Explain in your own words.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
While filling the glass with water top 2 - 3 cm . of the glass should be kept empty .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
So women have to wait long to fetch water or they walk upto km to collect fresh water.,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Introduction to Environment : Social studies 75 Boatman : A boatman rows boats .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"And if glucose is present , depending its concentration , the solution will appear green , yellow , orange or red accordingly .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
herbivore,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"A girl expects as much freedom and opportunity as her brother, and that he also shares in the household work.",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The child will easily be attracted to the food if the mother tastes the food herself during feeding and makes an expression showing that the food has been tasty .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
To run a bus energy from diesel or petrol .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Rift valleys are formed when the region in between two fault zones subsides .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
This is because no water had entered the bottle .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
We can go to the field with food and water for our father .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
(d) The Bhils lived in the north-eastern part of the subcontinent.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Undoubtedly enthusiasm is an excellent quality for making a home manager successful in her family life .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"They occur due to , gravitational attraction by the moon , gravitational force by the sun , rotation of the earth and , centrifugal force of the earth .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
The maximum number of seats in the Rajya Sabha is .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
iv. Running trains,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"However , it can also repel push awayobjects .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"If the mother feels that the child does not want her to take care of or take into her lap the other child , she should refrain herself from doing it so long the child has such type of mentality .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
Hence the mother should consider changing the bathing procedure for sometime .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"When the solution dries up to half of the original volume , stop applying heat .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
When your mother gives upma for breakfast you pick out pieces of chillies in it .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df0.csv
"Besides , the farmes grow tobacco , camphor , sago , spices , coffee , cocoa , tea and tapioca .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
You might have observed your mother boiling the milk before using or storing it.,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"The teacher answered , `` It means that all are equal before the eyes of law .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
.. The oxygen-cycle,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
. Which gas is usually liberated when an acid reacts with a metal? Illustrate with an example. How will you test for the presence of,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Rather , she may seek the help of the child in washing the clothing if it is somewhat an elder one .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"In the care of clothes , storage is an important step .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Therefore , the temperature of the air is much less , and it is cold and heavy .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Quote the final result,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"The painting is a female allegory of liberty that is, the female form symbolises the idea of freedom.",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"To make herself a woman of striking personality , a home manager should possess some other qualities like impartiality , patience , cheerfulness , righteousness and flexibility .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Boiling point,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Place the right palm next to the right foot ( towards right ) on the ground .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
. What is electromagnetic radiation?,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
It is mainly a desert area on which dunes are mostly mobile .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
E. increases instability and divisiveness,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Now - a - days , due to some socio - economic reasons , the housewives are also engaged in various income generating activities outside her home .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"For example , it is estimated that a woman working in home requires food with calories every day while a teacher or a person working in an office needs calories per day .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
The symbol used for representing a batteryis shown in Table...,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Many hundred years ago, people used to measure distances with their hand-spans, strides or foot-spans. One day a very tall man went to a shop to buy some cloth. He asked for three-and-a-half arms length of cloth. The shopkeeper measured three arm lengths of cloth and then added approximately another half-arm length.",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Moreover , she will make a proper planning for using the limited resources for the betterment of the family .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Concept map,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
To test the purity and pH of water samples,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"(To observe properties No and , you will have to grind the soil to a fine powder, Spread it out and examine the particles through a hand lens.)",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
A brother will not do his own work .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Figure . A windmill,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Elder brothers and sisters will help the youngers in their studies .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"In any example that we consider, we will see that energy, in the usable form, is dissipated to the surroundings in less usable forms. Hence, any source of energy we use, to do work, is consumed and cannot be used again.",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
AIM: Write an aim for this investigation.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Herbs are small plants and their stems are very soft .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
What is the condition of the old people in the family?,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Light travels slower through different mediums such as glass, water and air.",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
The mother needs to be alert at this stage so that the child ' s head and shoulders do not slip off her hands due to the movements of the child .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
They clean their cattle ; paint their horns and decorate them according to their taste .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Set up the apparatus as shown above.,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
a magnesium ion,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
My father brought bamboos from the nearby forest .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Read more about traditional African star lore.bit.ly/dLXl,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Green plants trap the solar energy and convert it into chemical energy ( food ) .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Again the market of temporary and perishable goods is small ; for example , vegetable market .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Choose the correct answer and put a tick ( ) mark against it : .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
When cooking the person should wear her clothes tightly .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
S + O SO ( element ) ( element ) ( compound ) . iodine powdered Take and aluminium in a bottle lid .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
III .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Otherwise , if the child is laid into bowl , during bathing , there is a possibility of it being slipped off hands of the mother and getting hurt from the sides of the bowl .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
A student of an Engineering college sent a message to his teacher on mobile Please stop examination Save trees .,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"To be healthy , it is important to protect ourselves by eating good food .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Men were fond of running , boat race , ha du du , wrestling and stick games .",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"In case of washing coloured silk , during the final stage we should mix a tablespoon of salt and vinegar in one gallon of cold water .",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Temperature and pressure decrease with the increase of altitude .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Mashed ripe bananas can be added with potatoes also .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Hepatic portal veins then come in close contact of the liver and proceed transversely .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
We can bring their food on time .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Then , what game shall we play ?",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Love stories written for adolescent girls also first became popular in this period, especially in the US, notably Ramona () by Helen Hunt Jackson and a series entitled What Katy Did () by Sarah Chauncey Woolsey, who wrote under the pen-name Susan Coolidge.",Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
Why do you think the Prime Minister and his Cabinet should get their decisions and actions approved by the Parliament and answer the questions raised by the members of Parliament?,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
The outer part of the brain is formed of grey matter i . e . nerve cell bodies .,Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
"Draw the resultant, measure its length and find its direction",Negative,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
unmarried sister does not get along with his wife. Sasikala finds her a burden but Sivaraman can t find a suitable groom due to lack of money.,Positive,/Users/aashrithalakshmi/Downloads/GEPA/data/df1.csv
